Customer ID,Gender,Region,Age,Product Name,Category,Unit Price,Quantity,Total Price,Shipping Fee,Shipping Status,Order Date,Age_group,Year,Month_name,Day,Delivered,AgeGroup
CUST0167,Female,North,67.0,Headphones,Accessories,100.0,2,200,11.65,Returned,2023-12-14,"(50, 100]",2023,December,14,False,60+
CUST0006,Male,South,52.0,Laptop,Electronics,1500.0,5,7500,19.69,In Transit,2023-09-17,"(50, 100]",2023,September,17,False,50-59
CUST0041,Male,East,64.0,Smartphone,Electronics,800.0,4,3200,17.27,In Transit,2023-08-08,"(50, 100]",2023,August,8,False,60+
CUST0112,Male,North,33.0,Monitor,Electronics,300.0,4,1200,14.88,Delivered,2023-04-12,"(25, 35]",2023,April,12,True,30-39
CUST0244,Female,West,24.0,Headphones,Accessories,100.0,3,300,8.49,In Transit,2023-02-21,"(18, 25]",2023,February,21,False,20-29
CUST0218,Male,East,36.0,Headphones,Accessories,100.0,2,200,7.71,Returned,2023-11-03,"(35, 50]",2023,November,3,False,30-39
CUST0073,Male,North,19.0,Monitor,Electronics,300.0,5,1500,13.7,In Transit,2023-01-16,"(18, 25]",2023,January,16,False,<20
CUST0083,Male,East,28.0,Monitor,Electronics,300.0,1,300,17.98,Returned,2024-01-03,"(25, 35]",2024,January,3,False,20-29
CUST0065,Female,East,,Headphones,Accessories,100.0,2,200,13.06,Returned,2023-02-05,Unknown,2023,February,5,False,
CUST0096,Female,Unknown,61.0,Smartphone,Electronics,800.0,4,3200,11.79,In Transit,2023-02-07,"(50, 100]",2023,February,7,False,60+
CUST0060,Male,South,41.0,Keyboard,Accessories,50.0,4,200,19.12,Returned,2023-04-03,"(35, 50]",2023,April,3,False,40-49
CUST0045,Male,East,21.0,Mouse,Accessories,30.0,1,30,6.17,In Transit,2023-10-23,"(18, 25]",2023,October,23,False,20-29
CUST0296,Female,North,50.0,Keyboard,Accessories,50.0,2,100,13.82,In Transit,2023-07-25,"(35, 50]",2023,July,25,False,40-49
CUST0261,Male,West,48.0,Laptop,Electronics,1500.0,5,7500,15.95,Returned,2023-10-01,"(35, 50]",2023,October,1,False,40-49
CUST0077,Male,South,50.0,Keyboard,Accessories,50.0,5,250,10.89,Delivered,2023-03-19,"(35, 50]",2023,March,19,True,40-49
CUST0227,Female,West,54.0,Keyboard,Accessories,50.0,4,200,9.22,Returned,2023-10-05,"(50, 100]",2023,October,5,False,50-59
CUST0284,Female,North,64.0,Keyboard,Accessories,50.0,3,150,17.76,In Transit,2023-04-11,"(50, 100]",2023,April,11,False,60+
CUST0245,Male,North,63.0,Mouse,Accessories,30.0,1,30,13.28,Returned,2023-09-11,"(50, 100]",2023,September,11,False,60+
CUST0133,Female,North,47.0,Smartphone,Electronics,800.0,1,800,11.29,Returned,2023-10-28,"(35, 50]",2023,October,28,False,40-49
CUST0179,Male,North,45.0,Keyboard,Accessories,50.0,2,100,19.04,Delivered,2023-03-16,"(35, 50]",2023,March,16,True,40-49
CUST0022,Female,North,33.0,Smartwatch,Wearables,200.0,2,400,10.07,Delivered,2023-11-21,"(25, 35]",2023,November,21,True,30-39
CUST0269,Female,East,64.0,Laptop,Electronics,1500.0,5,7500,6.53,Returned,2023-12-03,"(50, 100]",2023,December,3,False,60+
CUST0181,Male,East,59.0,Smartwatch,Wearables,200.0,3,600,9.82,In Transit,2023-02-08,"(50, 100]",2023,February,8,False,50-59
CUST0170,Female,South,40.0,Mouse,Accessories,30.0,5,150,8.64,Delivered,2023-12-22,"(35, 50]",2023,December,22,True,30-39
CUST0182,Male,West,,Monitor,Electronics,300.0,5,1500,7.77,In Transit,2023-10-24,Unknown,2023,October,24,False,
CUST0219,Male,Unknown,48.0,Mouse,Accessories,62.19121224973304,2,60,7.4,Returned,2023-08-20,"(35, 50]",2023,August,20,False,40-49
CUST0037,Male,West,51.0,Keyboard,Accessories,103.65202041622172,4,200,11.41,Returned,2023-05-20,"(50, 100]",2023,May,20,False,50-59
CUST0006,Female,West,52.0,Monitor,Electronics,300.0,3,900,5.66,Delivered,2023-02-18,"(50, 100]",2023,February,18,True,50-59
CUST0125,Female,West,46.0,Mouse,Accessories,30.0,4,120,5.71,Delivered,2024-01-03,"(35, 50]",2024,January,3,True,40-49
CUST0006,Male,North,52.0,Smartwatch,Wearables,200.0,1,200,13.68,Delivered,2023-08-02,"(50, 100]",2023,August,2,True,50-59
CUST0091,Female,South,30.0,Mouse,Accessories,30.0,1,30,18.29,In Transit,2023-04-19,"(25, 35]",2023,April,19,False,20-29
CUST0064,Male,North,61.0,Smartphone,Electronics,800.0,5,4000,6.31,Delivered,2023-06-29,"(50, 100]",2023,June,29,True,60+
CUST0286,Female,North,63.0,Laptop,Electronics,1500.0,1,1500,13.15,Delivered,2023-03-08,"(50, 100]",2023,March,8,True,60+
CUST0288,Male,West,55.0,Headphones,Accessories,100.0,2,200,16.23,Returned,2023-07-04,"(50, 100]",2023,July,4,False,50-59
CUST0019,Female,East,69.0,Keyboard,Accessories,50.0,1,50,14.53,Returned,2023-04-23,"(50, 100]",2023,April,23,False,60+
CUST0236,Male,East,18.0,Keyboard,Accessories,50.0,2,100,11.25,Returned,2023-03-24,Unknown,2023,March,24,False,<20
CUST0159,Male,West,18.0,Keyboard,Accessories,50.0,5,250,11.11,Returned,2023-09-11,Unknown,2023,September,11,False,<20
CUST0251,Male,North,42.0,Mouse,Accessories,30.0,2,60,18.98,In Transit,2023-02-02,"(35, 50]",2023,February,2,False,40-49
CUST0159,Male,North,18.0,Headphones,Accessories,100.0,1,100,18.47,Delivered,2023-08-13,Unknown,2023,August,13,True,<20
CUST0064,Male,West,61.0,Monitor,Electronics,300.0,4,1200,18.5,Returned,2023-05-23,"(50, 100]",2023,May,23,False,60+
CUST0099,Female,South,26.0,Laptop,Electronics,1500.0,4,6000,15.74,Returned,2023-08-12,"(25, 35]",2023,August,12,False,20-29
CUST0228,Male,North,25.0,Smartphone,Electronics,800.0,4,3200,18.2,In Transit,2023-01-24,"(18, 25]",2023,January,24,False,20-29
CUST0024,Female,East,57.0,Smartwatch,Wearables,200.0,2,400,17.94,In Transit,2023-12-08,"(50, 100]",2023,December,8,False,50-59
CUST0113,Male,South,38.0,Smartphone,Electronics,800.0,2,1600,16.51,In Transit,2023-09-14,"(35, 50]",2023,September,14,False,30-39
CUST0192,Female,North,58.0,Smartwatch,Wearables,200.0,4,800,9.97,Delivered,2023-11-12,"(50, 100]",2023,November,12,True,50-59
CUST0153,Female,East,40.0,Monitor,Electronics,300.0,1,300,6.85,Returned,2023-06-21,"(35, 50]",2023,June,21,False,30-39
CUST0057,Female,East,62.0,Keyboard,Accessories,50.0,5,250,14.04,Unknown,2024-01-03,"(50, 100]",2024,January,3,False,60+
CUST0192,Male,Unknown,58.0,Keyboard,Accessories,50.0,3,150,6.37,In Transit,2024-01-03,"(50, 100]",2024,January,3,False,50-59
CUST0150,Female,North,63.0,Laptop,Electronics,1500.0,3,4500,18.66,Returned,2023-05-06,"(50, 100]",2023,May,6,False,60+
CUST0203,Male,South,33.0,Mouse,Accessories,30.0,1,30,7.78,In Transit,2023-01-03,"(25, 35]",2023,January,3,False,30-39
CUST0163,Female,North,22.0,Headphones,Accessories,100.0,3,300,6.16,Returned,2023-10-12,"(18, 25]",2023,October,12,False,20-29
CUST0203,Female,East,33.0,Laptop,Electronics,1500.0,3,4500,6.92,Returned,2023-06-26,"(25, 35]",2023,June,26,False,30-39
CUST0223,Female,Unknown,20.0,Mouse,Accessories,62.19121224973304,2,60,15.12,In Transit,2023-05-26,"(18, 25]",2023,May,26,False,<20
CUST0266,Male,North,,Mouse,Accessories,30.0,5,150,16.86,Returned,2023-11-08,Unknown,2023,November,8,False,
CUST0227,Male,West,54.0,Smartphone,Electronics,800.0,3,2400,18.76,In Transit,2023-12-07,"(50, 100]",2023,December,7,False,50-59
CUST0289,Male,West,37.0,Laptop,Electronics,1500.0,5,7500,6.68,Delivered,2023-07-06,"(35, 50]",2023,July,6,True,30-39
CUST0046,Female,South,22.0,Laptop,Electronics,1500.0,3,4500,11.69,Delivered,2023-06-20,"(18, 25]",2023,June,20,True,20-29
CUST0173,Male,Unknown,65.0,Headphones,Accessories,100.0,1,100,19.28,Returned,2023-02-11,"(50, 100]",2023,February,11,False,60+
CUST0008,Female,North,,Headphones,Accessories,100.0,5,500,16.04,Delivered,2023-02-02,Unknown,2023,February,2,True,
CUST0015,Male,West,58.0,Headphones,Accessories,100.0,3,300,6.08,Returned,2023-03-22,"(50, 100]",2023,March,22,False,50-59
CUST0002,Male,East,23.0,Smartphone,Electronics,800.0,1,800,12.64,Returned,2023-09-10,"(18, 25]",2023,September,10,False,20-29
CUST0189,Female,South,38.0,Mouse,Accessories,30.0,1,30,10.92,Delivered,2023-02-22,"(35, 50]",2023,February,22,True,30-39
CUST0137,Male,North,19.0,Smartphone,Electronics,800.0,3,2400,16.82,In Transit,2023-05-20,"(18, 25]",2023,May,20,False,<20
CUST0139,Male,South,,Smartwatch,Wearables,200.0,2,400,9.18,Delivered,2023-06-26,Unknown,2023,June,26,True,
CUST0033,Female,South,,Monitor,Electronics,300.0,2,600,15.3,Delivered,2023-04-12,Unknown,2023,April,12,True,
CUST0297,Male,North,61.0,Monitor,Electronics,300.0,2,600,13.84,In Transit,2023-10-10,"(50, 100]",2023,October,10,False,60+
CUST0008,Female,North,18.0,Keyboard,Accessories,50.0,3,150,13.86,Delivered,2023-05-29,Unknown,2023,May,29,True,<20
CUST0267,Male,North,29.0,Laptop,Electronics,1500.0,3,4500,14.23,Returned,2023-06-01,"(25, 35]",2023,June,1,False,20-29
CUST0028,Male,Unknown,50.0,Smartwatch,Wearables,200.0,5,1000,6.09,In Transit,2023-08-22,"(35, 50]",2023,August,22,False,40-49
CUST0078,Female,North,38.0,Laptop,Electronics,1500.0,3,4500,19.98,In Transit,2023-05-10,"(35, 50]",2023,May,10,False,30-39
CUST0003,Male,North,63.0,Smartphone,Electronics,800.0,5,4000,11.1,In Transit,2023-11-06,"(50, 100]",2023,November,6,False,60+
CUST0049,Female,North,59.0,Laptop,Electronics,1500.0,1,1500,12.63,Returned,2023-02-06,"(50, 100]",2023,February,6,False,50-59
CUST0212,Female,North,,Laptop,Electronics,1500.0,5,7500,10.18,In Transit,2023-11-18,Unknown,2023,November,18,False,
CUST0146,Male,North,47.0,Smartphone,Electronics,800.0,1,800,10.16,Unknown,2023-01-13,"(35, 50]",2023,January,13,False,40-49
CUST0082,Female,Unknown,,Smartwatch,Wearables,200.0,1,200,6.03,Returned,2023-04-21,Unknown,2023,April,21,False,
CUST0036,Female,North,33.0,Keyboard,Accessories,50.0,1,50,6.06,Delivered,2023-08-02,"(25, 35]",2023,August,2,True,30-39
CUST0155,Female,North,41.0,Laptop,Electronics,1500.0,2,3000,9.21,Returned,2023-02-02,"(35, 50]",2023,February,2,False,40-49
CUST0138,Male,North,46.0,Keyboard,Accessories,50.0,3,150,5.09,Returned,2023-03-16,"(35, 50]",2023,March,16,False,40-49
CUST0201,Female,North,49.0,Mouse,Accessories,30.0,2,60,8.39,In Transit,2023-11-03,"(35, 50]",2023,November,3,False,40-49
CUST0197,Female,West,54.0,Mouse,Accessories,30.0,2,60,8.59,Delivered,2023-06-04,"(50, 100]",2023,June,4,True,50-59
CUST0082,Male,West,30.0,Laptop,Electronics,1500.0,1,1500,9.98,Delivered,2023-12-04,"(25, 35]",2023,December,4,True,20-29
CUST0091,Male,East,30.0,Laptop,Electronics,1500.0,5,7500,7.58,Delivered,2023-09-26,"(25, 35]",2023,September,26,True,20-29
CUST0066,Male,West,37.0,Laptop,Electronics,1500.0,2,3000,5.69,Returned,2023-01-18,"(35, 50]",2023,January,18,False,30-39
CUST0026,Female,East,27.0,Monitor,Electronics,300.0,1,300,16.61,In Transit,2023-11-23,"(25, 35]",2023,November,23,False,20-29
CUST0078,Female,West,38.0,Smartwatch,Wearables,200.0,4,800,18.89,Returned,2023-05-03,"(35, 50]",2023,May,3,False,30-39
CUST0281,Male,West,44.0,Keyboard,Accessories,50.0,4,200,19.81,In Transit,2023-08-27,"(35, 50]",2023,August,27,False,40-49
CUST0299,Male,West,58.0,Headphones,Accessories,100.0,5,500,14.5,Returned,2023-01-16,"(50, 100]",2023,January,16,False,50-59
CUST0053,Female,East,25.0,Smartwatch,Wearables,200.0,5,1000,16.41,In Transit,2023-07-25,"(18, 25]",2023,July,25,False,20-29
CUST0239,Male,North,35.0,Smartwatch,Wearables,200.0,1,200,7.32,Delivered,2023-11-18,"(25, 35]",2023,November,18,True,30-39
CUST0069,Male,East,,Headphones,Accessories,100.0,3,300,10.81,Returned,2023-12-07,Unknown,2023,December,7,False,
CUST0245,Male,West,63.0,Mouse,Accessories,30.0,3,90,13.95,Returned,2023-05-15,"(50, 100]",2023,May,15,False,60+
CUST0258,Female,South,39.0,Monitor,Electronics,300.0,4,1200,9.55,In Transit,2023-05-16,"(35, 50]",2023,May,16,False,30-39
CUST0177,Male,South,29.0,Smartwatch,Wearables,200.0,3,600,13.87,In Transit,2023-03-18,"(25, 35]",2023,March,18,False,20-29
CUST0140,Male,East,,Headphones,Accessories,100.0,2,200,10.96,Delivered,2023-03-08,Unknown,2023,March,8,True,
CUST0089,Female,North,27.0,Mouse,Accessories,30.0,3,90,6.45,In Transit,2023-09-19,"(25, 35]",2023,September,19,False,20-29
CUST0168,Female,West,42.0,Smartphone,Electronics,800.0,2,1600,13.79,In Transit,2023-09-25,"(35, 50]",2023,September,25,False,40-49
CUST0176,Male,East,51.0,Laptop,Electronics,1500.0,3,4500,16.42,In Transit,2023-10-28,"(50, 100]",2023,October,28,False,50-59
CUST0089,Female,South,27.0,Monitor,Electronics,300.0,3,900,7.99,In Transit,2023-02-21,"(25, 35]",2023,February,21,False,20-29
CUST0281,Female,West,44.0,Keyboard,Accessories,50.0,2,100,6.45,Returned,2023-08-28,"(35, 50]",2023,August,28,False,40-49
CUST0044,Male,East,30.0,Mouse,Accessories,30.0,5,150,16.62,Returned,2023-10-28,"(25, 35]",2023,October,28,False,20-29
CUST0137,Female,South,,Monitor,Electronics,300.0,5,1500,6.0,Delivered,2023-11-08,Unknown,2023,November,8,True,
CUST0174,Female,East,68.0,Laptop,Electronics,1500.0,1,1500,16.34,Delivered,2023-05-07,"(50, 100]",2023,May,7,True,60+
CUST0141,Female,East,58.0,Mouse,Accessories,30.0,1,30,12.22,In Transit,2023-10-03,"(50, 100]",2023,October,3,False,50-59
CUST0202,Male,South,56.0,Mouse,Accessories,30.0,3,90,5.07,Delivered,2023-01-05,"(50, 100]",2023,January,5,True,50-59
CUST0259,Male,West,59.0,Laptop,Electronics,1500.0,2,3000,7.5,Delivered,2023-08-22,"(50, 100]",2023,August,22,True,50-59
CUST0045,Female,East,21.0,Smartphone,Electronics,800.0,3,2400,15.78,Delivered,2023-11-07,"(18, 25]",2023,November,7,True,20-29
CUST0168,Female,West,42.0,Keyboard,Accessories,50.0,1,50,15.92,Delivered,2023-06-24,"(35, 50]",2023,June,24,True,40-49
CUST0027,Female,Unknown,36.0,Keyboard,Accessories,50.0,5,250,11.09,Returned,2023-06-06,"(35, 50]",2023,June,6,False,30-39
CUST0228,Male,South,25.0,Mouse,Accessories,30.0,4,120,18.6,Returned,2023-06-29,"(18, 25]",2023,June,29,False,20-29
CUST0199,Female,South,41.0,Smartphone,Electronics,800.0,4,3200,16.45,In Transit,2023-01-18,"(35, 50]",2023,January,18,False,40-49
CUST0065,Male,North,41.0,Headphones,Accessories,100.0,5,500,19.62,Delivered,2023-03-04,"(35, 50]",2023,March,4,True,40-49
CUST0146,Female,East,47.0,Laptop,Electronics,1500.0,3,4500,8.87,Delivered,2023-09-11,"(35, 50]",2023,September,11,True,40-49
CUST0093,Male,North,66.0,Monitor,Electronics,300.0,1,300,16.58,Delivered,2023-02-27,"(50, 100]",2023,February,27,True,60+
CUST0168,Female,South,42.0,Monitor,Electronics,300.0,1,300,14.7,Delivered,2023-11-16,"(35, 50]",2023,November,16,True,40-49
CUST0216,Male,South,53.0,Smartphone,Electronics,800.0,2,1600,16.23,In Transit,2023-07-19,"(50, 100]",2023,July,19,False,50-59
CUST0062,Male,West,43.0,Headphones,Accessories,100.0,4,400,11.4,Returned,2023-04-24,"(35, 50]",2023,April,24,False,40-49
CUST0125,Male,West,46.0,Smartphone,Electronics,800.0,5,4000,19.08,In Transit,2023-05-01,"(35, 50]",2023,May,1,False,40-49
CUST0060,Male,Unknown,41.0,Keyboard,Accessories,50.0,1,50,5.56,Delivered,2023-06-26,"(35, 50]",2023,June,26,True,40-49
CUST0056,Female,South,23.0,Smartwatch,Wearables,200.0,2,400,5.73,Returned,2024-01-03,"(18, 25]",2024,January,3,False,20-29
CUST0247,Male,South,44.0,Smartphone,Electronics,800.0,1,800,7.11,In Transit,2023-01-19,"(35, 50]",2023,January,19,False,40-49
CUST0131,Female,East,67.0,Monitor,Electronics,300.0,1,300,15.92,Unknown,2023-05-03,"(50, 100]",2023,May,3,False,60+
CUST0114,Female,West,60.0,Monitor,Electronics,300.0,3,900,18.61,In Transit,2023-07-21,"(50, 100]",2023,July,21,False,50-59
CUST0082,Female,Unknown,,Smartphone,Electronics,800.0,4,3200,13.77,Delivered,2023-10-11,Unknown,2023,October,11,True,
CUST0184,Female,West,54.0,Mouse,Accessories,30.0,3,90,14.78,Returned,2023-06-15,"(50, 100]",2023,June,15,False,50-59
CUST0075,Female,South,56.0,Monitor,Electronics,300.0,2,600,13.6,Delivered,2023-08-16,"(50, 100]",2023,August,16,True,50-59
CUST0142,Male,East,32.0,Monitor,Electronics,300.0,1,300,15.5,Delivered,2023-04-14,"(25, 35]",2023,April,14,True,30-39
CUST0076,Male,East,26.0,Headphones,Accessories,100.0,5,500,16.96,Delivered,2023-10-24,"(25, 35]",2023,October,24,True,20-29
CUST0105,Male,East,27.0,Smartwatch,Wearables,200.0,5,1000,12.0,In Transit,2023-07-14,"(25, 35]",2023,July,14,False,20-29
CUST0004,Female,West,65.0,Keyboard,Accessories,50.0,3,150,19.62,In Transit,2023-12-06,"(50, 100]",2023,December,6,False,60+
CUST0127,Male,North,62.0,Smartwatch,Wearables,200.0,2,400,11.66,Delivered,2023-08-31,"(50, 100]",2023,August,31,True,60+
CUST0072,Male,South,21.0,Headphones,Accessories,100.0,1,100,11.24,Delivered,2023-09-02,"(18, 25]",2023,September,2,True,20-29
CUST0216,Male,North,53.0,Smartphone,Electronics,800.0,4,3200,6.27,Returned,2023-04-06,"(50, 100]",2023,April,6,False,50-59
CUST0156,Female,South,57.0,Smartphone,Electronics,800.0,4,3200,16.09,In Transit,2023-12-29,"(50, 100]",2023,December,29,False,50-59
CUST0052,Male,North,66.0,Mouse,Accessories,30.0,4,120,8.24,Returned,2023-06-09,"(50, 100]",2023,June,9,False,60+
CUST0226,Female,West,,Smartphone,Electronics,800.0,4,3200,17.91,In Transit,2023-06-14,Unknown,2023,June,14,False,
CUST0270,Female,West,64.0,Laptop,Electronics,1500.0,1,1500,18.88,Returned,2023-07-14,"(50, 100]",2023,July,14,False,60+
CUST0269,Male,North,64.0,Monitor,Electronics,621.9121224973303,5,1500,6.93,Delivered,2023-04-23,"(50, 100]",2023,April,23,True,60+
CUST0183,Female,West,42.0,Smartphone,Electronics,800.0,3,2400,7.22,Delivered,2023-10-21,"(35, 50]",2023,October,21,True,40-49
CUST0205,Male,South,43.0,Keyboard,Accessories,50.0,2,100,5.05,Delivered,2023-10-09,"(35, 50]",2023,October,9,True,40-49
